id,repo,source_file,bucket,wording,statement,note
TRA-19,huggingface/transformers,huggingface__transformers__fbb51585.md,P,split,"After making changes, you should usually run `make fixup` to ensure any copies and modular files are updated, and then test all affected models.",
TRA-20,huggingface/transformers,huggingface__transformers__fbb51585.md,P,split,This includes both the model you made the changes in and any other models that were updated by `make fixup`.,
TRA-21,huggingface/transformers,huggingface__transformers__fbb51585.md,P,split,Tests can be run with `pytest tests/models/[name]/test_modeling_[name].py`,
TRA-22,huggingface/transformers,huggingface__transformers__fbb51585.md,P,verbatim,"If your changes affect code in other classes like tokenizers or processors, you should run those tests instead, like `test_processing_[name].py` or `test_tokenization_[name].py`.",
TRA-23,huggingface/transformers,huggingface__transformers__fbb51585.md,P,grouped (3),"In order to run tests, you may need to install dependencies. You can do this with `pip install -e .[testing]`. You will probably also need to `pip install torch accelerate` if your environment does not already have them.",
GRA-01,getzep/graphiti,getzep__graphiti__9e8aabe6.md,M,verbatim,This file provides guidance to Claude Code (claude.ai/code) when working with code in this repository.,
GRA-02,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,split,Graphiti is a Python framework for building temporally-aware knowledge graphs designed for AI agents.,
GRA-03,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,split,"It enables real-time incremental updates to knowledge graphs without batch recomputation, making it suitable for dynamic environments.",
GRA-04,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,grouped (4),"Key features: Bi-temporal data model · Hybrid retrieval (semantic embeddings, BM25, graph traversal) · Custom entity definitions via Pydantic models · Integration with Neo4j and FalkorDB",
GRA-05,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Install dependencies: `uv sync --extra dev`,
GRA-06,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Format code (ruff import sorting + formatting): `make format`,
GRA-07,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Lint code (ruff + pyright type checking): `make lint`,
GRA-08,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Run tests: `make test`,
GRA-09,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,"Run all checks (format, lint, test): `make check`",
GRA-10,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,grouped (2),Server Development (run from server/ directory): `cd server/` + `uv sync --extra dev`,
GRA-11,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Run server in development mode: `uvicorn graph_service.main:app --reload`,
GRA-12,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,grouped (3),"Format, lint, test server code: `make format` / `make lint` / `make test`",⚠dup zu GRA-06/07/08
GRA-13,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,grouped (2),MCP Server Development (run from mcp_server/ directory): `cd mcp_server/` + `uv sync`,
GRA-14,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Run with Docker Compose: `docker-compose up`,⚠tool (kein Docker im Container)
GRA-15,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,grouped (8),"Core Library (`graphiti_core/`): Main Entry Point `graphiti.py` · Graph Storage `driver/` · LLM Integration `llm_client/` · Embeddings `embedder/` · Graph Elements `nodes.py`,`edges.py` · Search `search/` · Prompts `prompts/` · Utilities `utils/`",Architektur-Kern; bei Bedarf splitten
GRA-16,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,grouped (3),Server (`server/`): FastAPI Service `graph_service/main.py` · Routers `routers/` · DTOs `dto/`,
GRA-17,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,grouped (2),MCP Server (`mcp_server/`): MCP Implementation `graphiti_mcp_server.py` · Docker Support (containerized deployment with Neo4j),
GRA-18,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,Unit Tests: `tests/` - Comprehensive test suite using pytest,
GRA-19,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,Integration Tests: Tests marked with `_int` suffix require database connections,für unser Eval hochrelevant (DB fehlt)
GRA-20,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,Evaluation: `tests/evals/` - End-to-end evaluation scripts,
GRA-21,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,`OPENAI_API_KEY` - Required for LLM inference and embeddings,
GRA-22,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,`USE_PARALLEL_RUNTIME` - Optional boolean for Neo4j parallel runtime (enterprise only),
GRA-23,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,"Provider-specific keys: `ANTHROPIC_API_KEY`, `GOOGLE_API_KEY`, `GROQ_API_KEY`, `VOYAGE_API_KEY`",
GRA-24,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,"Neo4j: Version 5.26+ required, available via Neo4j Desktop",
GRA-25,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,Database name defaults to `neo4j` (hardcoded in Neo4jDriver),
GRA-26,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Override by passing `database` parameter to driver constructor,
GRA-27,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,FalkorDB: Version 1.1.2+ as alternative backend,
GRA-28,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,Database name defaults to `default_db` (hardcoded in FalkorDriver),
GRA-29,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Override by passing `database` parameter to driver constructor,⚠dup zu GRA-26 (Quelle wiederholt wörtlich)
GRA-30,getzep/graphiti,getzep__graphiti__9e8aabe6.md,N,delisted,Use Ruff for formatting and linting (configured in pyproject.toml),⚠grenz entschieden 20.08. (G11): bleibt N — Tool-Nennung ohne Kommando (Ggs. OAI-13: mit Ausführungsform → P)
GRA-31,getzep/graphiti,getzep__graphiti__9e8aabe6.md,N,delisted,Line length: 100 characters,
GRA-32,getzep/graphiti,getzep__graphiti__9e8aabe6.md,N,delisted,Quote style: single quotes,
GRA-33,getzep/graphiti,getzep__graphiti__9e8aabe6.md,N,delisted,Type checking with Pyright is enforced,
GRA-34,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,"Main project uses `typeCheckingMode = ""basic""`, server uses `typeCheckingMode = ""standard""`",Konfigurations-Fakt
GRA-35,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Run tests with `make test` or `pytest`,⚠dup zu GRA-08
GRA-36,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,delisted,Integration tests require database connections and are marked with `_int` suffix,⚠dup zu GRA-19
GRA-37,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Use `pytest-xdist` for parallel test execution,
GRA-38,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Run specific test files: `pytest tests/test_specific_file.py`,
GRA-39,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,Run specific test methods: `pytest tests/test_file.py::test_method_name`,
GRA-40,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,"Run only integration tests: `pytest tests/ -k ""_int""`",
GRA-41,getzep/graphiti,getzep__graphiti__9e8aabe6.md,P,delisted,"Run only unit tests: `pytest tests/ -k ""not _int""`",im Eval der praktisch wichtigste Befehl
GRA-42,getzep/graphiti,getzep__graphiti__9e8aabe6.md,D,verbatim,"The codebase supports multiple LLM providers but works best with services supporting structured output (OpenAI, Gemini). Other providers may cause schema validation issues, especially with smaller models.",
GRA-43,getzep/graphiti,getzep__graphiti__9e8aabe6.md,N,grouped (5),"When working with the MCP server, follow the patterns established in `mcp_server/cursor_rules.md`: Always search for existing knowledge before adding new information · Use specific entity type filters (`Preference`, `Procedure`, `Requirement`) · Store new information immediately using `add_memory` · Follow discovered procedures and respect established preferences",⚠grenz entschieden 20.08. (G6): N + Sub-Code **off-task** — Produkt-Nutzung statt Repo-Entwicklung
PDM-01,pdm-project/pdm,pdm-project__pdm__16273ac7.md,M,verbatim,This file provides guidance to Claude Code (claude.ai/code) when working with code in this repository.,
PDM-02,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,split,"PDM (Python Dependency Manager) is a modern Python package and dependency manager that supports the latest PEP standards (PEP 517, PEP 621).",
PDM-03,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,split,"It provides fast dependency resolution, flexible plugin system, and centralized cache management similar to pnpm.",
PDM-04,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,grouped (7),Key Components 1–7: Project Management (`src/pdm/project/`) · Dependency Resolution (`src/pdm/resolver/`) · Environment Management (`src/pdm/environments/`) · Installer System (`src/pdm/installers/`) · CLI System (`src/pdm/cli/commands/`) · Repository Models (`src/pdm/models/repositories/`) · Build System (`src/pdm/builders/`) — je mit Beschreibung,
PDM-05,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,split,All CLI commands are in `src/pdm/cli/commands/` with command registration in `src/pdm/core.py`.,
PDM-06,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,split,Commands inherit from `BaseCommand` and use decorator patterns for common options.,
PDM-07,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Install development dependencies: `pdm install`,
PDM-08,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Run all tests: `pdm run test`,
PDM-09,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Run tests in parallel: `pdm run test -n auto`,
PDM-10,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,grouped (2),"Most of the time, you can exclude tests with ""integration"" mark to save runtime: `pdm run test -n auto -m ""not integration""`",aufwandswirksam
PDM-11,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Run linting (ruff-format + codespell + mypy): `pdm run lint`,
PDM-12,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Serve documentation locally: `pdm run doc`,
PDM-13,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Preview changelog: `pdm run release --dry-run`,⚠tool (im Eval sinnlos/riskant)
PDM-14,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Create release: `pdm run release`,⚠tool
PDM-15,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,verbatim,Tests are in the `tests/` directory organized by module.,
PDM-16,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,grouped (3),Key test fixtures: `project` (creates temporary PDM projects) · `working_set` (mock Python environment) · `repository` (mock PyPI repository),
PDM-17,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,verbatim,Tests use pytest with pytest-mock for mocking and pytest-httpserver for HTTP testing.,
PDM-18,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,grouped (5),Important Files: `pyproject.toml` · `src/pdm/core.py` · `src/pdm/project/__init__.py` · `src/pdm/cli/commands/base.py` · `.pre-commit-config.yaml` — je mit Beschreibung,
PDM-19,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,grouped (3),Adding a New Command: 1. Create new file in `src/pdm/cli/commands/` 2. Inherit from `BaseCommand` 3. Register in `src/pdm/core.py`,Ablauf
PDM-20,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Set `PDM_DEBUG=1` environment variable for verbose output,
PDM-21,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Check `pdm.lock` for resolved versions,
PDM-22,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Use `pdm lock --check` to verify lock file,
PDM-23,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,grouped (5),PDM uses its own lock file format (`pdm.lock`) that includes: exact versions with hashes · environment markers · cross-platform support · group dependencies,
PDM-24,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Add a new dependency to default group: `pdm add <package_name>`,
PDM-25,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Update all dependencies: `pdm update`,
PDM-26,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Remove a dependency: `pdm remove <package_name>`,
PDM-27,pdm-project/pdm,pdm-project__pdm__16273ac7.md,P,delisted,Add a new dependency to given group: `pdm add <package_name> --group <group_name>`,
PDM-28,pdm-project/pdm,pdm-project__pdm__16273ac7.md,D,grouped (5),Architecture Patterns: Dependency Injection (Core class passed to commands) · Signal System · Repository Pattern · Strategy Pattern · Chain of Responsibility,
PRA-01,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,**Do** match the interpreter requirement declared in `pyproject.toml` (Python ≥ 3.12) and install `requirements.txt` plus `requirements-dev.txt` before running tools.,
PRA-02,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,**Do** run tests with `PYTHONPATH=.` set to keep imports functional (for example `PYTHONPATH=. ./.venv/bin/pytest tests/unittest/test_fix_json_escape_char.py -q`).,im Eval unmittelbar wirksam
PRA-03,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,**Do** adjust configuration through `.pr_agent.toml` or files under `pr_agent/settings/` instead of hard-coding values.,
PRA-04,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,**Don't** commit secrets or access tokens; rely on environment variables as shown in the health and e2e tests.,
PRA-05,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,"**Don't** reformat or reorder files globally; match existing 120-character lines, import ordering, and docstring style.",⚠grenz entschieden 20.08. (G2): Reformat-Verbot hat plausible Patch-Wirkung → P (Trio mit TRA-07/PRA-39)
PRA-06,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"**Don't** delete or rename configuration, prompt, or workflow files without maintainer approval.",
PRA-07,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,verbatim,PR-Agent automates AI-assisted reviews for pull requests across multiple git providers.,
PRA-08,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"`pr_agent/agent/` orchestrates commands (`review`, `describe`, `improve`, etc.) via `pr_agent/agent/pr_agent.py`.",
PRA-09,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"`pr_agent/tools/` implements individual capabilities such as reviewers, code suggestions, docs updates, and label generation.",
PRA-10,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"`pr_agent/git_providers/` and `pr_agent/identity_providers/` handle integrations with GitHub, GitLab, Bitbucket, Azure DevOps, and secrets.",
PRA-11,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"`pr_agent/settings/` stores Dynaconf defaults (prompts, configuration templates, ignore lists) respected at runtime; `.pr_agent.toml` overrides repository-level behavior.",
PRA-12,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"`tests/unittest/`, `tests/e2e_tests/`, and `tests/health_test/` contain pytest-based unit, end-to-end, and smoke checks.",
PRA-13,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,`docs/` holds the MkDocs site (`docs/mkdocs.yml` plus content under `docs/docs/`); overrides live in `docs/overrides/`.,
PRA-14,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"`.github/workflows/` defines CI pipelines for unit tests, coverage, docs deployment, pre-commit, and PR-agent self-review.",
PRA-15,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"`docker/` and the root Dockerfiles provide build targets for services (`github_app`, `gitlab_webhook`, etc.) and the `test` stage used in CI.",
PRA-16,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,"Create or activate a virtual environment, then install runtime dependencies with `pip install -r requirements.txt`; add development tooling via `pip install -r requirements-dev.txt`.",⚠dup-nah zu PRA-01
PRA-17,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,Run a single unit test (verified): `PYTHONPATH=. ./.venv/bin/pytest tests/unittest/test_fix_json_escape_char.py -q`.,⚠dup zu PRA-02
PRA-18,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,Run the full unit suite: `PYTHONPATH=. ./.venv/bin/pytest tests/unittest -v`.,
PRA-19,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,Execute the CLI locally once dependencies and API keys are available: `python -m pr_agent.cli --pr_url <…> review`.,⚠tool (kein Netz/Key)
PRA-20,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,Build the test Docker target mirror of CI when containerizing: `docker build -f docker/Dockerfile --target test .` (loads dev dependencies and copies `tests/`).,⚠tool
PRA-21,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,Generate and deploy documentation with MkDocs …: `mkdocs serve -f docs/mkdocs.yml` for previews and `mkdocs gh-deploy -f docs/mkdocs.yml` for publication.,⚠tool
PRA-22,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"Python sources follow the Ruff configuration in `pyproject.toml` (`line-length = 120`, Pyflakes plus `flake8-bugbear` checks, and isort ordering). Keep imports grouped as isort would produce and prefer double quotes for strings.",
PRA-23,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,split,"Pre-commit (`.pre-commit-config.yaml`) enforces trailing whitespace cleanup, final newlines, TOML/YAML validity, and optional `isort`",
PRA-24,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,split,run `pre-commit run --all-files` before submitting patches if installed,
PRA-25,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Match existing docstring and comment style—concise English comments using imperative phrasing only where necessary.,
PRA-26,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,split,"preserve formatting, section order, and comments when editing prompts or defaults",⚠grenz entschieden 20.08. (G7-Split): Fakt-Teil ausgegliedert → PRA-26b
PRA-26b,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,split,Configuration files in `pr_agent/settings/` are TOML,G7-Split 20.08. aus PRA-26
PRA-27,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Markdown in `docs/` uses MkDocs conventions (YAML front matter absent; rely on heading hierarchy already in place).,
PRA-28,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,"Pytest is the standard framework; keep new tests under the closest matching directory (`tests/unittest/` for unit logic, `tests/e2e_tests/` for integration flows, `tests/health_test/` for smoke coverage).",
PRA-29,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"Prefer focused unit tests that isolate helpers in `pr_agent/algo/`, `pr_agent/tools/`, or provider adapters; use parameterized tests where existing files already do so.",
PRA-30,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,Set `PYTHONPATH=.` when invoking pytest from the repository root to avoid import errors.,⚠dup zu PRA-02
PRA-31,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,split,"End-to-end suites require provider tokens (`TOKEN_GITHUB`, `TOKEN_GITLAB`, `BITBUCKET_USERNAME`, `BITBUCKET_PASSWORD`) and may take several minutes",⚠grenz entschieden 20.08. (G7-Split): Auflagen-Teil ausgegliedert → PRA-31b
PRA-31b,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,split,run them only when credentials and sandboxes are configured,G7-Split 20.08. aus PRA-31
PRA-32,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,D,delisted,"The health test (`tests/health_test/main.py`) exercises `/describe`, `/review`, and `/improve`; update expected artifacts if prompts change meaningfully.",
PRA-33,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"Follow `CONTRIBUTING.md`: keep changes focused, add or update tests, and use Conventional Commit-style messages (e.g., `fix: handle missing repo settings gracefully`).",
PRA-34,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Target branch names follow `feature/<name>` or `fix/<issue>` patterns for substantial work.,
PRA-35,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Reference related issues and update README or docs when user-facing behavior shifts.,
PRA-36,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"Ensure CI workflows (`build-and-test`, `code-coverage`, `docs-ci`) succeed locally or in draft PRs before requesting review; reproduce failures with the documented commands above.",
PRA-37,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Include screenshots or terminal captures when modifying user-visible output or documentation previews.,
PRA-38,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"Ask for confirmation before adding dependencies, renaming files, or changing workflow definitions; many consumers embed these paths and prompts.","⚠grenz entschieden 20.08. (G5): bleibt N — „ask for confirmation"" im autonomen Lauf unerfüllbar"
PRA-39,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,P,delisted,"Stay within existing formatting and directory conventions—avoid mass refactors, re-sorting of prompts, or reformatting Markdown beyond the touched sections.",⚠dup-nah zu PRA-05 · G2-Entscheid 20.08. → P
PRA-40,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"You may read files, list directories, and run targeted lint/test/doc commands without prior approval; coordinate before launching full Docker builds or e2e suites that rely on external credentials.","⚠grenz entschieden 20.08. (G11): Erlaubnis-Rahmen ohne Kommando, „coordinate"" unerfüllbar → N"
PRA-41,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"Never commit cached credentials, API keys, or coverage artifacts; CI already handles secrets through GitHub Actions.",⚠dup zu PRA-04
PRA-42,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,"Treat prompt and configuration files as single sources of truth—update mirrors (`.pr_agent.toml`, `pr_agent/settings/*.toml`) together when behavior changes.",⚠grenz entschieden 20.08. (G11): Rahmen-Regel ohne ausführbares Kommando → N
PRA-43,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Secrets should be supplied through environment variables (see usages in `tests/e2e_tests/test_github_app.py` and `tests/health_test/main.py`); do not persist them in code or configuration files.,⚠dup zu PRA-04
PRA-44,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Adjust runtime behavior by overriding keys in `.pr_agent.toml` or by supplying repository-specific Dynaconf files; keep overrides minimal and documented inside the PR description.,⚠dup-nah zu PRA-03 · G11-Entscheid 20.08.: Rahmen-Regel → N (PRA-03 bleibt P: konkreter Mechanismus)
PRA-45,qodo-ai/pr-agent,qodo-ai__pr-agent__81e7a689.md,N,delisted,Review `SECURITY.md` before disclosing vulnerabilities and follow its contact instructions for responsible reporting.,
FMC-01,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,M,verbatim,**Audience**: LLM-driven engineering agents and human developers,
FMC-02,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,D,verbatim,FastMCP is a comprehensive Python framework (Python ≥3.10) for building Model Context Protocol (MCP) servers and clients. This is the actively maintained v2.0 providing a complete toolkit for the MCP ecosystem.,
FMC-03,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,grouped (4),**CRITICAL**: Always run these commands in sequence before committing: `uv sync` (Install dependencies) · `uv run prek run --all-files` (Ruff + Prettier + ty) · `uv run pytest -n auto` (Run full test suite),Kern-Workflow
FMC-04,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,D,split,All three must pass - this is enforced by CI.,
FMC-05,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,split,Alternative: `just build && just typecheck && just test`,
FMC-06,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,verbatim,Tests must pass and lint/typing must be clean before committing.,
FMC-07,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (4),"**Before creating a PR**, evaluate whether documentation needs updating: New features or APIs require corresponding docs · Changed behavior should be reflected in existing docs · Check `docs/` for affected pages","⭐ **Der Varianten-Delta-Block** (fehlt in `842e`) — als N ausgeschlossen ⇒ beide Varianten liefern identische K-Files, s. §5"
FMC-08,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,D,grouped (16),"Repository Structure (Tabelle): `src/fastmcp/` Library source · `├─server/` Server implementation, `FastMCP`, auth, networking · `│ ├─auth/` Authentication providers · `│ └─middleware/` Error handling, logging, rate limiting · `├─client/` High-level client SDK + transports · `│ └─auth/` Client authentication · `├─tools/` Tool implementations + `ToolManager` · `├─resources/` Resources, templates + `ResourceManager` · `├─prompts/` Prompt templates + `PromptManager` · `├─cli/` FastMCP CLI commands · `├─contrib/` Community contributions · `├─experimental/` Experimental features · `└─utilities/` Shared utilities · `tests/` pytest suite with markers · `docs/` Mintlify documentation · `examples/` Runnable demo servers",vollständiger Pfadbaum
FMC-09,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,grouped (5),"When modifying MCP functionality, changes typically need to be applied across all object types: Tools (`src/tools/` + `ToolManager`) · Resources · Resource Templates · Prompts",Handlungsregel mit Ortsangaben
FMC-10,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,"Be brief and to the point. Do not regurgitate information that can easily be gleaned from the code, except to guide the reader to where the code is located.",
FMC-11,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (6),"**NEVER** use ""This isn't..."" or ""not just..."" constructions. State what something IS directly. (+ 5 Beispielzeilen)",
FMC-12,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,"Every test: atomic, self-contained, single functionality",
FMC-13,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,Use parameterization for multiple examples of same functionality,
FMC-14,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,Use separate tests for different functionality pieces,
FMC-15,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,"**ALWAYS** Put imports at the top of the file, not in the test body","⚠grenz entschieden 20.08. (G3): bleibt N — primär Stil, Import-Fehler-Effekt zu indirekt (Abgrenzung zu FMC-16)"
FMC-16,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,"**NEVER** add `@pytest.mark.asyncio` to tests - `asyncio_mode = ""auto""` is set globally",Verbot mit direkter Testwirkung
FMC-17,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,**ALWAYS** run pytest after significant changes,
FMC-18,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,D,split,"FastMCP uses `inline-snapshot` for testing complex data structures. On first run with empty `snapshot()`, pytest will auto-populate the expected value … This is particularly useful for testing JSON schemas and API responses.",
FMC-19,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,split,"… when running `pytest --inline-snapshot=create`. To update snapshots after intentional changes, run `pytest --inline-snapshot=fix`.",
FMC-20,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,grouped (10),"Always Use In-Memory Transport — Pass FastMCP servers directly to clients for testing (+ Codebeispiel `mcp = FastMCP(""TestServer"")` … `async with Client(mcp) as client:`)",
FMC-21,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,grouped (5),Only use HTTP transport when explicitly testing network features (+ Codebeispiel `StreamableHttpTransport`),
FMC-22,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,D,delisted,Prek hooks are required (run automatically on commits),
FMC-23,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,Never amend commits to fix prek failures,
FMC-24,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (2),Apply PR labels: bugs/breaking/enhancements/features · Improvements = enhancements (not features) unless specified,
FMC-25,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,**NEVER** force-push on collaborative repos,
FMC-26,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,**ALWAYS** run prek before PRs,⚠dup zu FMC-03
